TIme,Kecepatan Rata-Rata,Total Stop,Rata-rata Waiting time
1,2.377409,0,0
2,2.386813,0,0
3,2.95459,0,0
4,2.954442,0,0
5,2.932709,0,0
6,2.963093,0,0
7,2.963425,0,0
8,2.816405,0,0
9,3.005204,0,0
10,3.276047,0,0
11,3.333371,0,0
12,3.422807,0,0
13,3.349467,0,0
14,3.341961,0,0
15,3.363022,0,0
16,2.953534,1,0.7399998
17,3.006292,1,1.759999
18,2.977534,1,2.779998
19,2.335933,5,1.234999
20,2.212054,6,2.124999
21,2.065908,9,2.780712
22,1.853141,12,2.504072
23,1.82637,14,3.368179
24,1.787077,15,4.307222
25,2.189349,13,3.93583
26,2.344744,13,4.93583
27,2.301822,13,5.955831
28,2.314928,13,6.975833
29,2.18583,14,6.295839
30,2.143467,14,7.29585
31,1.98327,16,5.037242
32,1.937708,16,6.057252
33,1.915161,16,7.077262
34,1.994614,16,8.097272
35,1.986464,16,9.117282
36,2.293703,13,10.54592
37,2.224868,13,11.54593
38,2.164356,13,12.56594
39,2.153854,13,13.56595
40,2.09704,13,14.58598
41,2.082841,13,15.606
42,2.06339,14,13.88601
43,2.078582,14,14.88602
44,1.899641,15,10.79069
45,1.787789,17,10.38903
46,1.673694,18,10.9857
47,1.793926,14,17.91501
48,2.120834,8,3.430012
49,2.1982,9,4.343347
50,2.013865,14,8.036574
51,2.082278,10,5.72224
52,1.988023,11,6.171129
53,1.984092,12,6.688913
54,1.967148,12,7.686699
55,1.966262,12,8.70671
56,2.030396,12,9.706721
57,2.051811,12,10.7134
58,2.230482,8,20.80963
59,2.343206,7,9.709223
60,2.195099,9,8.427057
61,2.151247,9,9.473072
62,1.949044,11,8.671071
63,2.078242,11,9.671083
64,1.960758,12,9.900373
65,1.981089,12,10.92039
66,2.077609,12,11.9404
67,2.120522,12,12.96041
68,2.012387,13,9.486951
69,2.609605,6,8.35608
70,2.534539,6,9.396091
71,2.473144,7,7.217401
72,2.482546,7,8.218741
73,2.357525,9,7.478153
74,2.209304,14,6.938221
75,2.212739,14,7.958227
76,2.202744,14,8.978236
77,2.109814,16,7.736185
78,2.036652,17,8.574028
79,1.995302,19,9.208799
80,2.410511,12,6.998922
81,2.304951,14,7.64093
82,2.210088,17,9.678324
83,2.198275,15,9.514404
84,2.116342,15,10.51442
85,2.119014,17,10.49221
86,2.066986,17,11.51222
87,2.02086,17,12.53224
88,1.838922,18,10.33919
89,1.807056,18,11.36375
90,1.642533,22,11.34846
91,1.578374,23,7.761449
92,1.542173,23,8.84085
93,1.401652,25,9.159162
94,1.194622,30,9.150562
95,1.07463,33,9.671477
96,0.9847836,33,10.69149
97,0.8498533,33,11.7315
98,0.7771188,35,12.07139
99,0.6179324,35,13.0903
100,0.5900803,35,14.11698
101,0.552322,37,14.66333
102,1.174471,24,11.68176
103,1.435197,26,32.2793
104,1.417906,24,13.7218
105,1.39429,26,21.31579
106,1.52519,26,18.82492
107,1.452856,28,11.09512
108,1.508833,26,16.4977
109,1.25794,33,11.99467
110,1.034835,37,12.88819
111,0.9548581,38,10.66615
112,1.187394,35,13.17323
113,1.775234,24,9.178118
114,1.693604,24,10.21813
115,1.635407,26,16.49867
116,1.7495,24,12.25814
117,1.662381,26,10.21361
118,1.818475,25,13.64008
119,1.717404,25,14.6401
120,1.812159,25,15.66013
121,1.796758,23,18.2584
122,1.686938,26,13.49205
123,1.860074,23,17.43056
124,1.867003,20,19.19669
125,2.19252,14,11.75981
126,2.092643,14,12.76468
127,2.420006,15,13.28903
128,1.897443,16,11.38234
129,2.06302,16,12.41068
130,1.984088,17,12.90295
131,2.174245,15,14.45622
132,2.010094,17,13.76502
133,1.876153,18,13.62819
134,1.921401,17,13.51111
135,1.816794,17,14.54684
136,1.788559,17,15.624
137,1.759957,17,16.68044
138,1.671241,17,17.71618
139,1.553363,20,10.75995
140,1.3862,22,11.65314
141,1.359439,22,12.67696
142,1.390477,22,13.72126
143,1.44559,23,14.525
144,1.406464,23,15.5693
145,1.786463,14,34.50217
146,2.228044,10,97.65088
147,2.012803,14,27.6709
148,2.040127,14,6.672079
149,1.986372,15,16.19416
150,1.830814,14,8.698951
151,1.927174,16,8.653396
152,1.886204,17,8.665054
153,1.818269,20,8.476311
154,1.757254,21,9.021646
155,1.771832,21,10.02166
156,2.108883,14,27.74012
157,2.149527,12,9.70984

