TIme,Kecepatan Rata-Rata,Total Stop,Rata-rata Waiting time
1,2.404843,0,0
2,2.411057,0,0
3,2.52352,0,0
4,2.564273,0,0
5,2.515199,0,0
6,2.37567,0,0
7,2.46839,0,0
8,2.524031,0,0
9,2.441575,0,0
10,2.562681,0,0
11,2.439928,0,0
12,2.450524,0,0
13,2.412439,0,0
14,2.377773,0,0
15,0.5003914,3,0.7666665
16,0.6113297,3,1.806666
17,0.5062687,4,2.453332
18,1.128627,4,2.979998
19,1.490016,4,4.023331
20,1.46139,5,4.654996
21,2.977592,5,5.654995
22,3.313561,5,4.519996
23,3.278968,6,4.696666
24,3.332929,6,5.71667
25,3.318306,6,6.756676
26,3.428255,2,23.32005
27,3.540298,0,0
28,3.522959,0,0
29,3.142486,1,0.38
30,2.729128,2,0.8899996
31,2.515718,2,1.909999
32,2.201447,6,1.392221
33,2.254439,5,2.419998
34,2.211188,5,3.426664
35,2.687746,5,2.979998
36,5.600144,5,4.089997
37,2.35564,11,2.937776
38,2.304612,13,3.876361
39,3.493379,13,4.877574
40,2.589615,14,5.803339
41,2.463469,15,6.710783
42,2.648743,15,7.857459
43,2.77991,15,4.930769
44,2.803887,15,5.950773
45,2.771288,15,6.970782
46,2.727128,14,7.166178
47,2.606515,15,5.797459
48,2.722365,15,6.857466
49,2.66057,15,7.877472
50,2.066128,17,7.064148
51,2.195159,18,7.857494
52,2.703103,8,22.27576
53,2.493458,6,5.615015
54,2.044505,8,26.36025
55,1.896884,10,18.45883
56,1.868574,8,5.920572
57,1.659344,12,4.801681
58,3.39067,12,5.813827
59,1.363203,14,5.968768
60,1.90131,11,5.645008
61,2.076354,11,6.665011
62,2.015831,11,7.705021
63,2.0952,12,8.221701
64,2.057715,12,9.241715
65,3.003394,5,6.355027
66,2.988975,5,7.435037
67,9.465532,6,7.580043
68,2.819102,7,5.81337
69,2.821325,8,6.319375
70,2.635497,8,7.303381
71,2.762608,8,8.32339
72,3.015386,6,7.130033
73,2.817326,7,5.69336
74,2.728671,8,6.500031
75,2.825702,8,7.500036
76,2.985915,5,15.51678
77,2.988773,3,6.860012

