TIme,Kecepatan Rata-Rata,Total Stop,Rata-rata Waiting time
1,3.225765,0,0
2,3.531256,0,0
3,3.68029,0,0
4,3.693202,0,0
5,3.351776,0,0
6,3.490173,0,0
7,3.585558,0,0
8,3.488325,0,0
9,3.405742,0,0
10,3.343814,0,0
11,3.522135,0,0
12,2.795601,2,0.2
13,2.681063,2,1.199999
14,2.515168,4,1.274999
15,2.735024,4,2.479998
16,2.669413,4,3.499997
17,2.558244,5,3.709997
18,2.761687,7,2.565554
19,2.657794,9,3.129997
20,2.566668,10,3.511776
21,2.501009,15,3.460476
22,2.675097,10,3.59238
23,2.720561,11,4.351666
24,2.739391,12,5.106668
25,2.38397,13,4.219262
26,2.195519,15,4.889906
27,2.07576,19,4.357787
28,1.939826,20,5.219072
29,1.835105,23,5.604631
30,1.759507,25,5.042366
31,1.672578,26,5.914981
32,1.51436,26,6.930486
33,1.871302,18,13.08824
34,2.046543,15,5.980019
35,1.988018,17,18.52046
36,2.099403,17,7.481568
37,2.056969,17,8.455935
38,4.377228,18,8.571504
39,2.106229,18,9.565364
40,2.018989,18,10.55922
41,2.244147,19,10.88419
42,2.637519,9,21.55129
43,2.827509,6,11.7101
44,2.690034,6,12.76262
45,2.466199,9,21.88148
46,2.366541,12,10.83517
47,2.349649,12,10.71169
48,2.217668,14,7.07923
49,1.952367,15,7.295395
50,1.868324,16,7.747284
51,2.515744,11,7.442264
52,2.661192,12,7.969042
53,2.576084,12,8.979047
54,2.559745,13,9.485504
55,2.572559,13,10.48552
56,2.946123,4,66.08394
57,2.963361,6,10.39892
58,2.726224,7,6.382523
59,2.805947,7,3.290679
60,2.372659,10,3.499572

