TIme,Kecepatan Rata-Rata,Total Stop,Rata-rata Waiting time
1,3.130919,0,0
2,3.757573,0,0
3,3.749327,0,0
4,3.738941,0,0
5,3.6288,0,0
6,3.644156,0,0
7,3.542911,0,0
8,3.55484,0,0
9,3.557519,0,0
10,3.71311,0,0
11,3.689909,0,0
12,3.578321,0,0
13,0.9771035,3,0.3733333
14,0.9116492,3,1.413333
15,0.9465352,3,2.433332
16,1.006974,3,3.453331
17,0.9598129,3,4.49333
18,0.9518461,5,4.242497
19,0.8402423,7,5.171246
20,2.157959,6,5.641662
21,2.144568,7,6.476002
22,2.130072,7,7.516017
23,2.13966,7,8.536033
24,2.64535,6,8.624036

