TIme,Kecepatan Rata-Rata,Total Stop,Rata-rata Waiting time
1,2.417581,0,0
2,2.34795,0,0
3,3.056217,0,0
4,3.070634,0,0
5,3.192853,0,0
6,3.054965,0,0
7,3.135209,0,0
8,3.237207,0,0
9,3.309497,0,0
10,3.207721,0,0
11,3.253894,0,0
12,2.219171,1,0.3
13,1.979342,1,1.319999
14,2.069353,1,2.319999
15,2.04036,1,3.359998
16,2.011473,1,4.379997
17,2.035943,2,2.789998
18,2.174023,3,0.8649998
19,2.19417,4,1.523333
20,2.178585,4,2.523332
21,2.774626,4,3.523331
22,2.899169,5,3.799997
23,2.850377,10,3.967775
24,2.711452,11,4.819996
25,2.58257,12,4.042998
26,2.553831,12,5.105004
27,2.847009,5,8.436672
28,2.930038,2,7.52003
29,2.488713,8,4.049346
30,2.411727,3,6.766701
31,2.820991,3,7.806708
32,2.764902,4,4.503359
33,2.820883,3,9.906732
34,2.372894,4,5.533373
35,1.948666,5,4.628921
36,1.897802,6,4.496694
37,7.771194,5,6.648931
38,1.865721,7,5.826703
39,2.275002,6,3.776664

