TIme,Kecepatan Rata-Rata,Total Stop,Rata-rata Waiting time
1,1.771728,0,0
2,2.108634,0,0
3,2.847059,0,0
4,2.839596,0,0
5,2.664183,0,0
6,2.766492,0,0
7,2.819207,0,0
8,2.827348,0,0
9,2.732362,0,0
10,2.850781,0,0
11,2.860647,0,0
12,2.939068,0,0
13,2.970451,0,0
14,2.952878,0,0
15,2.134114,1,0.28
16,2.055709,2,0.8299997
17,2.021256,2,1.869999
18,2.050529,2,2.889998
19,2.00115,2,3.889997
20,1.99157,3,4.069997
21,2.548691,5,4.397497
22,2.254326,5,4.082219
23,2.757252,5,2.914998
24,2.708286,5,3.974999
25,2.492093,6,3.495001
26,2.435943,8,3.750001
27,2.521755,4,8.700006
28,2.661781,2,5.129996
29,2.64375,2,6.149995
30,2.249223,3,5.045001
31,2.231891,4,4.310004
32,1.769009,5,4.140008
33,1.750852,5,5.220014
34,2.230732,3,5.085007

