TIme,Kecepatan Rata-Rata,Total Stop,Rata-rata Waiting time
1,1.795055,0,0
2,2.285086,0,0
3,3.027331,0,0
4,2.730902,0,0
5,3.145232,0,0
6,2.825605,0,0
7,3.279673,0,0
8,3.252864,0,0
9,3.042417,0,0
10,2.969609,0,0
11,3.282308,0,0
12,3.121208,0,0
13,3.065729,1,0.8799997
14,2.965745,1,1.879999
15,2.653954,6,0.6349998
16,2.546679,6,1.497499
17,2.448699,8,1.831332
18,2.358737,10,2.251332
19,2.35281,12,2.857776
20,2.393048,13,3.726664
21,2.30755,13,4.748569
22,2.319863,16,4.951387
23,2.301612,17,4.903875
24,2.189025,18,5.703546
25,2.225074,18,9.557074
26,2.335305,20,5.646335
27,2.112209,24,6.142551
28,1.864986,30,4.602332
29,1.874249,32,6.266075
30,1.836983,32,7.306082
31,1.905758,32,8.34609
32,1.605979,32,9.406099
33,1.596717,33,7.969584
34,1.394696,34,8.90626
35,1.201751,38,9.21113
36,1.188946,33,12.30161
37,1.169851,31,26.04784
38,1.230099,30,20.01337
39,2.468498,37,12.23256
40,0.9823965,39,11.51531
41,1.107414,35,14.47399
42,1.052356,35,15.53877
43,1.049624,35,16.62403
44,0.8551918,41,13.50172
45,0.7840375,43,14.49171
46,0.8024131,44,15.3522
47,1.137068,33,12.29392
48,1.341071,33,13.33822
49,1.549111,34,34.43224
50,1.542351,34,11.95548
51,1.535777,33,16.53256
52,1.333875,37,13.35122
53,1.42505,36,14.23195
54,1.384951,39,15.14185
55,1.313073,39,15.95915
56,1.295967,42,16.44854
57,1.507248,36,24.22102
58,1.720952,30,12.22923
59,1.803621,30,13.24924
60,1.822726,31,53.59263
61,2.976769,34,20.31404
62,1.98049,32,15.61023
63,1.979121,32,16.64817
64,1.856169,32,17.72051
65,1.74298,38,14.31421
66,1.666315,43,14.28316
67,1.724029,41,16.28871
68,1.893221,33,29.73801
69,1.907309,31,66.47494
70,1.915981,32,31.30513
71,1.958877,33,14.13712
72,1.843594,39,13.67685
73,1.80862,37,16.32905
74,1.833926,37,13.95904
75,2.240754,42,13.34729

