TIme,Kecepatan Rata-Rata,Total Stop,Rata-rata Waiting time
1,1.885891,0,0
2,1.905348,0,0
3,2.511875,0,0
4,2.458477,0,0
5,2.607655,0,0
6,2.636448,0,0
7,2.904195,0,0
8,2.808768,0,0
9,2.774632,0,0
10,2.815773,0,0
11,2.811077,0,0
12,2.851124,0,0
13,2.887071,0,0
14,2.75199,0,0
15,2.618733,1,0.7999998
16,2.615625,2,0.9899994
17,2.593026,2,2.089999
18,2.59795,5,1.867999
19,2.233043,7,1.478333
20,2.305566,2,1.06
21,2.206861,3,1.669999
22,2.174707,3,2.689998
23,2.278204,3,3.689997
24,2.125833,5,2.484998
25,2.560395,3,2.806665
26,2.568704,5,3.393331
27,2.568469,6,4.284997
28,2.607502,6,5.305003
29,2.673554,6,4.157997
30,2.591626,9,4.483747
31,2.615472,9,5.503746
32,7.020983,9,6.543748
33,2.481714,11,4.62042
34,2.473835,11,5.640427
35,2.30408,13,5.643765
36,2.504708,9,4.743765
37,2.502101,11,5.507103
38,2.500789,11,6.507114
39,2.311697,12,5.08475
40,2.226957,14,5.991424
41,2.215934,14,7.011431
42,2.15165,14,8.031438
43,2.157646,14,9.053667
44,2.037853,10,3.949999
45,1.973213,12,22.24395
46,1.945246,12,5.064006
47,1.928722,12,6.064011
48,1.877319,12,7.084021
49,1.851058,14,7.184471
50,1.717267,16,7.472531
51,1.848952,16,8.472539
52,2.354912,8,9.590043
53,2.34249,9,12.51337
54,2.374349,8,11.61008
55,2.277333,9,8.500068
56,2.289404,10,8.51007
57,2.211039,12,6.637058
58,2.135846,12,7.657066
59,2.204105,11,11.04377
60,2.497156,8,6.996042
61,2.556333,9,7.682715
62,2.480892,9,8.70272
63,2.325701,10,9.432729
64,2.272816,11,10.25074
65,2.571024,8,35.19706
66,2.744926,7,8.375036
67,3.026304,9,6.440034
68,2.709809,9,7.440043
69,2.629394,10,6.35004
70,2.60026,9,4.673343
71,2.507117,11,4.726997
72,2.423144,13,5.04835
73,2.264097,14,5.772356
74,2.225965,16,6.435135
75,2.199382,16,6.588474
76,2.720467,7,5.516004
77,2.611483,9,21.82457
78,2.499723,10,4.580009
79,2.292233,14,4.103344
80,2.258308,14,8.761139
81,1.919128,19,4.067095
82,1.82245,21,4.606679
83,1.783738,22,5.612516
84,1.999882,17,9.94585
85,1.898442,18,7.588346
86,1.987508,17,7.00447
87,1.824584,17,8.024478
88,1.78414,17,9.044488
89,1.685392,18,7.768377
90,1.611779,19,8.037554
91,1.621908,19,8.697565
92,2.039644,10,49.89553
93,2.28286,10,7.733932
94,2.386144,11,7.916716
95,2.208518,11,8.936727
96,14.72672,16,6.759212
97,2.323651,12,9.823404
98,2.322795,13,10.08241
99,2.293212,13,11.09042
100,2.295153,15,8.94549
101,2.219807,16,9.6505
102,2.120463,16,10.65051
103,2.142906,17,11.13211
104,2.318068,14,9.221786
105,2.219191,14,10.23703
106,2.118863,20,8.383006
107,1.813404,22,9.016505
108,1.718194,24,9.097954
109,2.047199,19,12.05534
110,2.20852,16,22.1185
111,2.175732,15,19.73784
112,2.223283,14,11.64676
113,2.061939,19,9.844518
114,2.193414,15,13.8118
115,2.263998,15,12.43346
116,2.113316,19,8.428974
117,7.905856,19,9.448986
118,1.992142,19,10.469
119,2.395872,12,17.22463
120,2.502344,9,20.5204
121,2.614017,9,6.835041
122,2.507203,10,25.04349
123,2.610079,10,8.275042
124,2.364962,12,7.360051
125,2.387147,14,7.565059
126,2.247818,16,5.680519
127,2.192365,16,6.681476
128,2.101483,17,7.490054
129,2.468507,9,5.220013
130,14.53659,11,11.07671
131,2.55784,10,7.302517
132,2.554143,11,5.228161
133,2.441089,11,6.248167
134,2.428335,11,7.269658
135,2.388345,12,7.924706
136,2.249398,12,10.81826
137,2.192332,17,5.832352
138,2.067339,19,6.113123
139,2.012136,19,6.885289
140,2.114149,16,8.571176
141,2.712253,6,4.52335
142,2.559495,7,5.513352
143,2.368357,12,10.06129
144,2.522624,9,6.040573
145,2.351674,14,5.27968
146,2.31491,15,5.323576
147,2.162799,16,5.254686
148,2.059416,20,4.679938
149,2.012827,21,5.524049
150,1.904243,21,6.547389
151,2.04215,17,10.10756
152,2.140941,15,17.73075
153,2.169555,15,7.487696
154,2.094026,18,7.543278
155,2.101558,17,7.868286
156,1.816926,18,7.811749
157,1.937812,19,8.60089

