TIme,Kecepatan Rata-Rata,Total Stop,Rata-rata Waiting time
1,3.00639,0,0
2,3.646899,0,0
3,4.34855,0,0
4,4.069263,0,0
5,3.878676,0,0
6,3.887109,0,0
7,3.821391,0,0
8,4.048954,0,0
9,3.875086,0,0
10,3.886992,0,0
11,3.632969,1,0.22
12,3.639704,1,1.219999
13,3.121464,2,1.319999
14,3.12759,2,2.339998
15,2.708017,3,2.439998
16,3.005465,3,3.299998
17,2.95352,3,4.319997
18,3.040962,5,4.157497
19,2.735211,7,3.278998
20,2.815741,3,2.464998
21,2.895309,3,3.465
22,2.812478,3,4.485005
23,2.938837,3,5.505011
24,2.955641,3,6.525016
25,2.869086,5,5.183347
26,2.672847,5,6.203351
27,2.726317,6,7.027799
28,3.040502,5,4.224447
29,3.059357,5,5.244454
30,2.966,6,5.847795
31,2.817704,7,5.037789
32,2.728335,8,5.528347
33,2.79458,8,6.548353
34,2.666624,8,7.54836
35,2.398808,10,5.787104
36,2.555264,9,5.820032
37,2.649869,9,6.820038
38,2.701061,9,7.840044
39,2.785379,9,8.860054
40,2.773766,9,9.880066
41,2.793157,9,10.88008
42,3.118045,6,9.872583
43,3.007219,6,10.8726
44,2.765998,9,6.362284
45,2.679849,10,7.076735
46,2.670751,11,7.788074
47,2.632926,7,3.792008
48,2.550008,10,3.608102
49,2.502173,10,4.615246
50,2.368807,15,3.012153
51,2.265084,15,4.012154
52,2.283019,15,5.012156
53,2.535898,12,7.428463
54,2.870336,6,5.746002
55,2.456586,10,5.26
56,2.562383,10,4.0581
57,2.58144,12,4.484173
58,2.418985,14,3.719801
59,2.600559,11,4.557516
60,2.560012,11,5.57752
61,2.545652,11,6.597524
62,2.419103,13,6.74864
63,2.367422,13,7.748646
64,2.319022,14,8.494212
65,2.583662,6,6.902511
66,2.588095,9,6.919309
67,2.402771,9,7.919322
68,2.327293,12,5.934477
69,2.085953,12,6.957448
70,2.01059,15,5.946628
71,2.048657,16,6.562998
72,2.091403,15,4.43945
73,2.385601,16,5.266161
74,2.318079,16,6.266164
75,2.202534,18,5.707281
76,2.112518,18,6.710621
77,2.79307,7,38.92462
78,2.637831,7,5.809177
79,2.574331,9,5.164514
80,7.672725,9,6.204521
81,2.428113,10,6.663019
82,2.507537,9,8.244535
83,2.407428,9,9.244546
84,2.239678,10,9.465885
85,2.562928,10,10.47257
86,2.407769,11,10.35708
87,8.988523,16,6.360525
88,2.246219,19,6.770159
89,2.314315,19,8.069659
90,2.62894,14,5.585862
91,2.45303,14,6.585865
92,2.470436,15,7.260416
93,2.412995,16,7.192086
94,2.229836,18,5.163616
95,1.984219,21,4.268549
96,1.871827,23,4.977007
97,2.385118,11,32.80376
98,1.838957,25,5.447114
99,1.736376,25,6.696391
100,1.840992,26,7.288063
101,1.887353,25,8.637427
102,1.881173,25,9.657437
103,1.769784,26,10.46497
104,1.716112,30,7.63556
105,2.255694,18,8.068516
106,2.083497,21,8.236748
107,5.778348,21,14.6434
108,1.910347,21,10.16788
109,2.066043,21,11.16789
110,2.007008,22,9.200926
111,1.966503,22,10.22093
112,1.925012,23,11.02594
113,2.149864,17,11.66457
114,2.404102,18,12.02628
115,2.093756,18,13.00065
116,2.088323,18,13.99451
117,2.140166,18,14.99171
118,1.929627,20,11.57668
119,1.903905,20,12.57707
120,1.994792,20,13.55786
121,2.329671,11,35.27053
122,2.005233,23,12.22762
123,1.688381,25,12.25367
124,1.515697,26,12.1103
125,1.602716,25,11.29325
126,1.426893,28,11.6293
127,1.326578,28,12.71614
128,1.290234,29,13.52068
129,1.101725,30,14.32186
130,1.063955,30,15.31572
131,0.9994034,30,16.29009
132,0.9475752,30,17.28395
133,1.445728,18,36.71315
134,1.689154,16,22.63033
135,1.813796,18,23.06075
136,1.662841,18,21.13795
137,1.898146,16,25.57271
138,1.754933,17,18.25567
139,1.510019,22,17.14518
140,1.628875,20,18.45281
141,1.609854,17,27.32334
142,1.701044,19,19.51993
143,1.663521,19,20.51379
144,1.716837,19,21.50765
145,1.952234,15,23.83463
146,1.978646,15,24.79618
147,1.996138,16,17.19848
148,1.898575,15,26.73851
149,1.76729,15,27.70007
150,1.757999,15,28.68086
151,1.666494,15,29.64242
152,1.984616,6,87.43717
153,2.545948,6,66.9701
154,2.220275,6,89.23714
155,2.429435,5,5.364478
156,2.56793,9,9.750942
157,2.457448,9,5.669189

