TIme,Kecepatan Rata-Rata,Total Stop,Rata-rata Waiting time
1,2.06274,0,0
2,2.875486,0,0
3,3.102444,0,0
4,2.894693,0,0
5,2.8572,0,0
6,2.963409,0,0
7,3.037889,0,0
8,2.848638,0,0
9,3.163035,0,0
10,3.177004,0,0
11,3.201073,0,0
12,3.069164,1,0.56
13,2.881473,1,1.559999
14,2.648621,2,1.769999
15,2.708848,3,2.064999
16,2.781474,3,3.084998
17,2.761037,3,4.114997
18,2.464998,5,3.263331
19,2.615693,4,3.807497
20,2.824888,2,4.759996
21,2.914033,2,5.779996
22,2.838594,2,6.800008
23,2.696638,2,7.800019
24,2.318765,4,3.406677
25,2.37043,7,2.576673
26,2.237707,9,3.531675
27,2.089506,10,4.224179
28,2.219217,8,10.27255
29,2.324659,11,6.368511
30,2.327739,13,3.81583
31,2.188994,14,4.369164
32,2.092647,15,4.994165
33,2.148324,15,6.01417
34,2.099201,15,7.034178
35,2.306026,13,14.18754
36,2.59847,12,8.496276
37,2.401605,13,8.713785
38,2.379576,13,9.7338
39,2.301489,14,7.502546
40,2.266858,14,8.502559
41,2.190793,15,8.898124
42,2.42699,12,13.42705
43,2.513796,10,9.42884
44,2.485969,10,9.840518
45,2.435156,13,7.37813
46,2.459167,13,8.112582
47,2.381581,13,9.112592
48,2.787311,5,4.585003
49,2.61089,5,5.585005
50,2.495324,8,4.376673
51,2.326583,9,7.628402
52,2.20714,11,4.194451
53,2.141725,13,4.655568
54,2.056368,13,5.655573
55,2.622044,7,5.00167
56,2.651358,7,6.021673
57,2.556546,9,5.622006
58,2.623762,8,7.525345
59,2.4728,10,6.88835
60,2.467372,11,7.317882
61,2.325737,11,8.337895
62,2.124022,13,6.385274
63,2.03778,16,6.219872
64,2.282881,11,6.16379
65,2.291706,11,7.203795
66,2.288902,12,7.773804
67,2.326294,12,8.79381
68,2.287241,12,9.81382
69,2.23056,12,10.81383
70,2.576396,5,3.990001
71,2.580394,5,5.010008
72,2.484177,9,4.14501
73,2.585536,8,5.145016
74,2.513979,9,5.566447
75,2.43003,11,4.185848
76,2.356303,13,4.682014
77,2.195293,15,5.092439
78,2.138407,15,6.26911
79,2.085186,16,6.990227
80,2.063272,17,7.700794
81,2.000268,18,8.45914
82,1.869001,20,6.066853
83,2.287357,13,38.67815
84,2.280436,12,4.946014
85,2.155055,15,5.315271
86,2.155525,16,6.341499
87,2.067589,16,6.924096
88,2.019114,20,6.301643
89,1.894375,20,7.3426
90,1.930311,20,7.994871
91,2.443007,10,8.266293
92,2.298239,14,11.62781
93,2.273901,13,13.08588
94,2.277738,12,21.08004
95,2.081624,16,9.91561
96,2.11467,16,7.777336
97,1.914277,19,6.883804
98,1.9247,19,7.468813
99,1.821078,20,7.31631
100,1.845423,21,8.086317
101,2.258986,12,20.51937
102,2.332405,11,7.806713
103,2.198606,13,7.576163
104,2.185159,14,8.613947
105,2.264589,15,9.356497
106,2.110619,15,10.12341
107,2.132174,15,11.15176
108,2.022069,18,11.4901
109,2.05969,19,6.576824
110,1.892683,21,4.844712
111,1.857514,21,5.844719
112,1.840767,21,6.864727
113,6.126827,21,7.884735
114,2.257351,10,28.86019
115,2.462442,8,7.96504
116,2.170044,10,20.50336
117,2.125908,14,7.536274
118,2.406413,11,12.23253
119,2.486088,10,8.930058
120,2.320734,13,7.997555
121,2.37648,13,8.482566
122,2.269459,14,9.259242
123,2.543474,6,7.51226
124,2.491632,10,5.044244
125,2.472471,10,6.08425
126,2.350236,11,6.850035
127,2.388669,10,7.871153
128,2.188595,15,8.251531
129,2.066057,15,7.435461
130,1.967986,18,6.698092
131,2.03668,17,8.489773
132,2.084167,16,8.231422
133,2.208959,16,7.739225
134,2.130747,16,8.762567
135,2.051097,18,9.140417
136,2.005293,21,8.715096
137,1.834458,24,9.221854
138,1.726693,25,9.736245
139,1.8963,22,30.29887
140,1.763728,23,8.604172
141,1.502109,26,6.531676
142,1.404871,27,7.728761
143,1.329456,26,8.611689
144,1.295251,27,9.399477
145,1.197826,29,7.578186
146,1.265168,29,8.598194
147,1.615377,22,12.21511
148,1.956327,13,7.943373
149,2.160417,15,7.910717
150,1.868896,17,25.26147
151,2.118582,16,9.421844
152,2.076144,17,10.34917
153,2.012311,18,10.49196
154,1.996002,19,9.11898
155,2.135243,18,12.53199
156,1.963749,19,10.179
157,1.95757,20,11.17652

