TIme,Kecepatan Rata-Rata,Total Stop,Rata-rata Waiting time
1,2.519313,0,0
2,3.431772,0,0
3,3.737713,0,0
4,3.423058,0,0
5,3.448478,0,0
6,3.449436,0,0
7,3.44997,0,0
8,3.373362,0,0
9,3.427358,0,0
10,3.254691,1,0.12
11,3.194227,1,1.12
12,3.194494,1,2.119999
13,3.193446,1,3.119998
14,2.888378,2,2.189998
15,2.660963,4,3.073331
16,2.086559,7,1.185833
17,2.002217,7,2.189165
18,1.848018,9,1.931665
19,1.797162,9,3.473998
20,1.00255,10,3.235998
21,0.9204528,11,3.406997
22,0.9180942,11,4.426997
23,0.9704211,11,5.597001
24,1.581933,8,5.059331
25,1.545401,11,5.429337
26,1.522626,11,6.430676
27,1.45729,14,7.051015
28,1.37909,14,8.050195
29,1.367183,14,9.07021
30,2.139106,10,7.944474
31,2.153149,10,8.944487
32,2.148343,10,9.9445
33,2.103086,10,10.96452
34,2.066675,10,11.96453
35,4.520518,10,12.96456
36,2.885545,9,11.12896
37,2.941497,9,12.12898
38,2.97,9,13.129
39,2.955112,10,7.444512
40,3.358607,1,1.759999
41,3.271076,1,2.759998
42,3.248404,2,2.279999
43,2.738771,5,1.528333
44,2.602045,6,2.409998
45,2.437921,6,3.439998
46,2.605856,6,4.486663
47,3.14795,3,6.406668
48,3.2108,3,7.426675
49,3.114935,3,8.426682
50,3.162483,3,9.426696
51,3.239776,3,10.42672
52,3.218116,3,11.42674
53,3.180296,3,12.44676
54,3.067481,4,7.043393
55,2.974875,5,7.728403
56,3.143074,2,2.009999
57,3.020139,3,1.954999
58,2.925069,3,2.954998
59,2.999219,3,3.954997
60,33.67794,3,4.974996
61,2.857968,3,5.974995
62,2.636752,4,5.729999
63,2.488135,2,4.489996
64,2.077583,3,3.979997
65,2.126567,3,4.980004
66,2.059822,3,6.013344
67,1.845873,4,5.510013
68,1.837115,5,3.625009
69,1.316973,9,2.622673
70,1.246498,10,2.742006
71,1.24813,10,3.742008

