TIme,Kecepatan Rata-Rata,Total Stop,Rata-rata Waiting time
1,3.043969,0,0
2,2.874105,0,0
3,3.827433,0,0
4,3.859296,0,0
5,3.892204,0,0
6,3.721237,0,0
7,3.540562,0,0
8,3.999144,0,0
9,3.770902,0,0
10,4.057665,0,0
11,3.778729,0,0
12,3.385382,1,0.9199997
13,3.309104,1,1.959999
14,2.735581,2,1.729999
15,2.895329,2,2.749998
16,2.590737,5,2.697776
17,2.642794,5,3.777775
18,2.694344,5,4.817774
19,2.490956,5,5.817774
20,2.14324,11,4.605001
21,2.037062,12,4.520006
22,1.942243,14,5.287345
23,1.759318,15,5.629572
24,1.732978,16,6.464369
25,2.367692,14,6.133349
26,2.179341,14,7.153356
27,2.195736,14,8.153362
28,2.229775,14,9.213373
29,2.216309,14,10.21339
30,2.287282,14,11.23341
31,1.929656,16,8.30895
32,1.810083,17,9.211187
33,1.796921,17,10.2312
34,1.80328,17,11.23122
35,1.798391,17,12.27123
36,2.158024,14,11.16343
37,2.051426,16,7.930075
38,2.153305,16,8.950082
39,2.138889,16,9.950091
40,2.143157,16,10.9701
41,2.026196,16,11.97345
42,1.964297,17,12.44146
43,1.882635,19,11.87902
44,1.825453,19,12.89904
45,1.667937,20,10.51429
46,1.423,20,11.56347
47,1.901679,13,73.53399
48,2.210666,12,6.917184
49,1.929519,13,7.561635
50,1.822878,14,19.04428
51,1.576585,17,9.531547
52,1.636988,16,8.895801
53,1.581677,17,9.50151
54,1.638265,19,9.52386
55,1.633756,19,10.52387
56,1.70624,19,11.58389
57,1.774563,17,13.76661
58,2.364821,10,23.48853
59,2.548668,10,18.17179
60,4.602434,9,16.25176
61,2.656128,9,14.24065
62,2.696261,9,15.21268
63,2.687741,10,15.28602
64,2.661898,10,16.30604
65,2.553113,12,13.7735
66,2.478423,14,12.71016
67,2.376272,15,12.84123
68,2.548767,12,14.09589
69,2.771593,8,8.448655
70,2.540055,10,7.965082
71,6.058734,10,9.04509
72,2.666227,11,9.515099
73,2.448223,13,9.128151
74,2.589058,14,9.359593
75,2.287627,18,6.144608
76,2.116178,17,7.39328
77,1.830965,21,7.595763
78,1.661139,24,7.962799
79,1.994359,19,12.97191
80,2.280365,14,3.90167
81,2.251297,14,4.921671
82,2.106287,17,4.191118
83,4.405416,17,5.231122
84,2.07308,17,6.311127
85,2.16451,17,7.331135
86,2.148571,17,8.371144
87,2.077846,19,7.835598
88,2.012738,20,8.563226
89,1.768929,21,7.352428
90,1.948124,20,6.615673
91,1.810539,21,7.418791
92,1.840715,21,8.572133
93,1.716344,22,8.995475
94,1.53978,25,9.294
95,1.363652,26,9.849935
96,1.208962,28,10.32306
97,1.0815,30,10.86337

