TIme,Kecepatan Rata-Rata,Total Stop,Rata-rata Waiting time
1,2.522589,0,0
2,3.688943,0,0
3,3.50888,0,0
4,3.445292,0,0
5,3.278135,0,0
6,3.14919,0,0
7,3.145871,0,0
8,3.118985,0,0
9,3.21336,0,0
10,3.123439,0,0
11,2.823656,0,0
12,3.06874,0,0
13,3.031933,1,0.06
14,2.836994,2,0.6799998
15,2.62735,4,1.193333
16,2.604228,4,2.193332
17,2.622523,6,2.671665
18,2.630029,6,3.676664
19,2.46455,8,3.807997
20,2.439591,8,6.286662
21,2.498091,11,4.404441
22,2.447519,12,2.998332
23,2.191849,16,2.609684
24,2.342038,17,3.493336
25,2.282972,18,4.337742
26,2.242064,20,4.019379
27,1.959021,26,4.372992
28,1.895284,29,4.964064
29,2.099047,26,3.960231
30,1.989095,27,4.884567
31,1.913492,30,5.541906
32,1.870368,30,6.635246
33,1.859153,31,7.546364
34,1.671761,32,8.400594
35,1.625582,35,8.655849
36,1.439559,35,9.68374
37,1.34764,36,10.49689
38,1.222197,36,11.486
39,1.179098,36,12.45571
40,1.106128,38,10.25907
41,1.051692,39,11.16257
42,1.012027,39,12.17895
43,1.238486,31,22.33943
44,1.472216,27,11.60415
45,1.568967,27,12.64705
46,6.228842,31,14.83303
47,1.380496,29,13.98036
48,1.476378,31,11.93024
49,1.446663,31,12.88571
50,1.555771,30,16.79005
51,1.486944,31,17.43988
52,1.487973,34,13.56599
53,1.3204,36,14.2727
54,1.357989,36,15.25582
55,1.424829,32,21.19081
56,1.616319,25,12.97442
57,1.787175,27,30.14499
58,1.697825,26,13.90808
59,1.605034,27,21.78257
60,1.49909,28,12.46631
61,1.446241,29,13.18897
62,1.463369,32,13.75202
63,1.463844,30,14.72919
64,1.324681,32,15.29477
65,1.261092,34,15.38317
66,1.185845,34,16.38
67,1.146017,31,20.67536
68,5.986862,24,11.60714
69,1.51223,25,12.10681
70,1.396331,29,19.33778
71,1.513167,25,14.16683
72,1.319242,29,14.22518
73,1.297443,30,12.48715
74,1.415956,27,13.91767
75,1.279281,31,13.33298
76,1.187685,31,14.373
77,1.183341,32,14.95063

