TIme,Kecepatan Rata-Rata,Total Stop,Rata-rata Waiting time
1,1.495655,0,0
2,3.943166,0,0
3,3.580565,0,0
4,3.560635,0,0
5,3.440315,0,0
6,3.154422,0,0
7,3.15707,0,0
8,3.422738,0,0
9,3.092659,0,0
10,3.328547,0,0
11,3.250573,2,0.06
12,3.076023,2,1.08
13,3.187363,3,1.426666
14,3.112717,3,2.426665
15,3.042436,3,3.486665
16,3.189324,3,2.949998
17,3.021676,6,2.216665
18,2.942545,8,2.707998
19,2.878832,10,2.259332
20,2.793124,12,3.255555
21,2.554708,15,3.192917
22,2.393149,19,3.576668
23,2.242636,20,5.027226
24,2.394476,19,4.359473
25,2.265216,22,5.018893
26,2.229999,27,5.126675
27,2.089413,32,5.265041
28,1.889079,34,5.826704
29,1.819278,39,6.111289
30,1.587219,41,5.384819
31,1.658787,41,6.384826
32,1.610007,41,7.424834
33,1.556268,39,9.068596
34,1.812439,30,7.343623
35,1.817439,30,8.356967
36,1.693376,31,16.06311
37,1.534206,33,11.32736
38,1.734753,35,10.3671
39,5.939236,38,11.00092
40,1.562674,39,9.154065
41,1.436068,38,13.02595
42,1.37824,40,10.71947
43,1.200305,40,11.74115
44,1.244238,41,12.57014
45,1.349723,34,20.416
46,1.591074,32,33.58414
47,2.934454,31,43.45325
48,1.556887,34,17.80744
49,1.571482,32,16.67617
50,1.443844,32,14.26764
51,1.388568,36,11.86786
52,2.511907,34,12.86326
53,1.379375,33,14.26116
54,1.351001,38,14.10701
55,1.218519,39,14.6499
56,1.134164,39,15.68991
57,1.395842,33,25.73224
58,1.598056,28,12.3574
59,1.663043,29,50.30375
60,5.157459,28,14.39743
61,1.644769,28,15.43745
62,1.570535,28,16.47747
63,1.524316,31,12.62478
64,1.523659,29,17.68972
65,1.4215,32,14.21898
66,1.30791,33,15.17732
67,1.231573,35,15.50971
68,1.50406,27,24.3649
69,1.728685,21,11.67174
70,1.855812,21,12.71175
71,1.772336,23,12.91276
72,2.066174,26,16.76476
73,2.078707,25,11.62045
74,1.958079,27,12.09196
75,2.082658,25,16.09879
76,2.047151,31,12.06877
77,1.899597,28,16.4486

