TIme,Kecepatan Rata-Rata,Total Stop,Rata-rata Waiting time
1,2.233889,0,0
2,3.377396,0,0
3,3.453066,0,0
4,3.402196,0,0
5,3.575691,0,0
6,3.458019,0,0
7,3.343055,0,0
8,3.196068,0,0
9,3.299737,0,0
10,3.023161,0,0
11,3.115039,0,0
12,3.027574,0,0
13,2.84172,2,0.5399998
14,2.767922,4,0.9049996
15,2.751226,6,1.486666
16,2.959168,3,2.146665
17,2.94123,3,3.146664
18,2.892596,6,1.951999
19,2.79662,7,2.227998
20,2.556638,9,2.556887
21,2.468502,15,2.61822
22,2.425807,19,3.315078
23,2.300698,19,4.332224
24,2.428895,19,5.35445
25,2.321437,21,6.002469
26,2.247808,25,5.887603
27,2.233894,21,9.037858
28,2.289053,21,4.118452
29,2.140071,25,4.377734
30,2.135098,27,5.095305
31,1.964305,33,4.859735
32,1.81988,35,5.214028
33,1.795522,36,6.032369
34,1.752275,34,8.431873
35,1.490059,39,7.390074
36,1.4855,37,10.23264
37,1.345263,39,9.112565
38,1.261724,39,10.17258
39,1.175146,40,10.59009
40,1.405415,33,18.41894
41,1.41598,35,14.9334
42,1.740343,30,11.2751
43,1.754453,30,12.29512
44,2.175564,33,12.56161
45,1.530029,34,10.80078
46,1.600767,31,15.03883
47,1.430398,33,12.55164
48,1.371047,32,16.71243
49,1.214955,39,13.15017
50,1.143564,39,14.10018
51,0.9935424,39,15.2002
52,1.131688,32,25.98178
53,1.339971,30,36.85969
54,1.744377,28,13.45401
55,1.559896,31,20.21275
56,1.722064,29,15.01348
57,1.599738,31,18.71388
58,1.244935,42,13.24506
59,1.317474,35,13.98982
60,1.420883,34,14.99758
61,1.477073,30,19.76894
62,1.23652,37,15.87333
63,1.177694,39,16.15017
64,1.195482,38,17.86504
65,1.530133,26,12.77596
66,1.616496,26,13.79598
67,1.746556,27,14.33154
68,1.80983,28,27.12892
69,1.822577,29,20.57881
70,1.841212,27,17.3916
71,1.761469,31,14.43497
72,1.835436,27,19.45164
73,1.895592,27,20.47167
74,1.625432,33,16.4596
75,1.649528,27,22.65172
76,1.63051,37,17.3838
77,1.616977,39,18.38351

