TIme,Kecepatan Rata-Rata,Total Stop,Rata-rata Waiting time
1,1.438929,0,0
2,2.784706,0,0
3,2.438218,0,0
4,2.828515,0,0
5,2.877634,0,0
6,2.724582,0,0
7,2.86173,0,0
8,2.805768,0,0
9,2.732977,0,0
10,2.827238,0,0
11,2.848664,0,0
12,2.917963,0,0
13,2.873639,1,0.8199998
14,2.929277,3,0.9749995
15,2.858794,3,1.994999
16,2.84546,1,2.919998
17,2.869671,1,3.919997
18,2.723208,3,1.449999
19,2.590082,4,2.053332
20,2.587506,5,2.237777
21,2.542369,8,2.100999
22,2.543249,10,2.893332
23,2.474333,11,3.288333
24,2.543097,9,4.451112
25,2.605905,11,4.388891
26,2.457541,12,4.366669
27,2.331608,19,4.208197
28,2.128092,24,3.949755
29,2.058433,30,4.444061
30,1.858083,35,4.907641
31,1.634255,37,5.584946
32,1.560478,37,6.624951
33,1.327322,38,5.888718
34,1.224617,39,6.828722
35,1.270744,36,8.856093
36,1.356674,26,7.545431
37,1.471314,27,8.285443
38,1.325904,30,14.0661
39,1.332671,28,10.11481
40,1.093382,42,8.679535
41,1.151179,37,10.03842
42,1.339295,32,13.06165
43,1.239492,34,13.56815
44,1.19248,38,11.83609
45,1.178548,38,12.0561
46,1.226256,36,15.86816
47,1.204659,37,12.85613
48,1.123522,38,13.72865
49,1.088799,38,14.72866
50,1.290856,31,24.06738
51,1.40714,31,21.04533
52,1.663646,26,15.02425
53,1.550249,30,23.27254
54,1.413333,31,16.89661
55,1.487256,31,15.19033
56,1.514154,27,18.45877
57,1.585549,27,19.47879
58,1.404187,27,20.53881
59,1.414819,31,16.37912
60,5.998473,32,17.35714
61,7.089357,32,18.39715
62,1.541956,21,13.67783
63,1.753204,23,72.14896
64,1.563815,25,26.36815
65,1.592007,24,21.19056
66,1.521751,25,13.06707
67,1.532805,24,16.84826
68,1.346583,29,13.05645
69,1.51849,25,17.92528
70,1.470303,27,14.72898
71,1.431593,28,15.56066
72,1.460056,28,16.58067
73,1.581054,18,42.9792
74,1.763758,19,37.11353
75,1.986248,16,13.26169
76,1.728108,24,16.35076
77,1.840835,23,15.0174

