TIme,Kecepatan Rata-Rata,Total Stop,Rata-rata Waiting time
1,2.214589,0,0
2,2.310461,0,0
3,3.048655,0,0
4,3.002013,0,0
5,2.989008,0,0
6,3.031233,0,0
7,2.999512,0,0
8,2.840072,0,0
9,3.106904,0,0
10,3.078382,0,0
11,3.070326,0,0
12,3.024957,0,0
13,3.052448,0,0
14,3.16889,0,0
15,3.070513,1,0.2
16,3.012985,1,1.199999
17,2.834755,4,1.08
18,2.83194,4,2.099999
19,2.783493,6,2.229999
20,2.01758,8,2.044999
21,2.916803,1,13.09999
22,2.450315,5,4.107497
23,2.750471,2,2.199999
24,2.760749,3,5.01333
25,2.759204,2,4.199997
26,2.842659,2,5.219996
27,2.816033,2,6.239995
28,2.761007,4,5.100003
29,2.992259,3,4.219997
30,3.107537,3,5.259996
31,3.125448,3,6.260003
32,2.447079,6,4.20001
33,2.365711,7,5.014684
34,2.011289,7,6.034691
35,1.486548,9,4.812237
36,1.383251,9,5.832243
37,1.383049,9,6.852249
38,1.352101,9,7.852254
39,1.375903,9,8.87226
40,2.144719,7,8.893353
41,2.414949,7,9.913373
42,2.432151,7,10.93339
43,2.466275,7,11.95342
44,2.852899,2,6.580047
45,2.770308,4,17.44013
46,2.808691,3,6.040045
47,2.608876,6,6.123387
48,2.589614,6,7.123394
49,2.55388,7,7.915068
50,2.762446,6,4.162497
51,2.983076,6,5.182496
52,2.983066,6,6.1825
53,2.951075,6,7.202505
54,2.907829,5,6.052
55,2.995807,6,6.046675
56,3.015919,6,7.046685
57,2.906408,6,8.04003
58,2.862137,7,7.905754
59,3.41809,0,0
60,3.47509,0,0
61,3.225732,1,2.639998
62,2.930879,2,2.219999
63,2.593129,3,2.234998
64,2.302034,4,2.754998
65,2.402598,5,3.464997
66,2.334107,5,4.464996
67,2.300663,6,3.973333
68,2.403711,4,3.720004
69,2.140231,5,3.273338
70,2.001321,6,4.280006
71,2.028775,6,4.646678
72,1.769228,6,5.666682
73,2.300138,5,5.233355
74,2.257577,6,5.486693
75,2.274887,6,6.526698
76,1.986042,8,6.788929
77,1.902963,8,7.808938
78,1.871839,8,8.808949
79,2.459582,5,6.363343
80,2.684584,5,7.363348
81,2.665764,5,8.363357
82,2.601913,7,6.335581
83,2.563171,7,7.355591
84,2.533043,8,8.131158
85,2.358472,9,6.93338
86,2.324733,10,7.858391
87,2.694154,8,6.39781
88,2.581629,9,7.102261
89,2.398081,9,8.122268
90,2.611543,10,8.852832
91,3.052618,7,6.505839
92,3.010177,7,7.525848
93,2.956119,7,8.54586
94,2.842867,7,8.881376
95,2.558766,9,8.371546
96,2.041445,11,5.918372
97,2.296797,11,6.938382
98,2.147737,11,7.938391
99,2.364968,7,6.56003
100,2.516699,9,4.789545
101,2.603044,9,5.809549
102,2.640613,9,6.829552
103,2.659563,9,7.909559
104,2.503736,10,6.787176
105,2.931063,4,5.390007
106,2.820286,5,4.786673
107,2.812813,5,5.806675
108,2.822428,5,6.846686
109,2.687638,5,7.886697
110,2.367553,6,8.327821
111,1.866984,10,5.124466
112,1.673234,11,4.745853
113,1.556797,11,4.43303
114,1.389428,12,5.235296
115,1.381561,12,6.255302
116,1.445197,12,7.255309
117,1.630105,10,8.295316
118,2.344422,7,12.8767
119,2.73931,5,8.925041
120,2.819385,6,7.895053
121,2.578863,6,8.915068
122,2.727464,7,6.623388
123,2.649714,7,7.623397
124,2.637037,7,8.623405
125,2.68992,6,8.660075
126,2.957327,5,12.86344
127,3.018978,5,5.925017
128,3.041211,5,6.94502
129,2.941232,6,5.410017
130,3.092093,3,4.449998
131,2.988918,6,3.002505
132,2.801369,6,3.98251
133,2.69774,7,5.012515
134,2.666079,8,4.52068
135,2.49446,8,5.520683
136,2.305889,9,6.140019
137,2.327388,10,4.882238
138,1.972129,12,4.668901
139,1.769189,15,4.741918
140,1.599455,16,5.524303
141,1.365983,20,4.531821
142,1.982511,13,10.8213
143,2.091108,12,12.72753
144,2.209982,12,5.653725
145,1.922867,14,6.078908
146,2.114259,13,7.690775
147,1.767342,16,6.728089
148,1.800878,16,7.18226
149,1.86292,16,8.202269
150,2.367149,10,15.11845
151,2.497182,7,8.022252
152,2.259211,8,9.082265
153,2.384594,7,10.18228
154,2.205827,8,10.28173
155,2.228954,11,8.341055
156,2.181737,11,9.341069
157,2.159485,11,10.34108
158,2.232095,7,18.45515
159,2.282474,7,10.96566
160,2.163008,9,10.78077
161,2.178321,9,11.82078
162,2.279967,9,12.86079
163,2.093594,9,13.94415
164,2.021382,11,11.83234
165,2.086769,11,12.85236
166,2.124056,9,24.58587
167,2.016639,11,9.18716
168,1.818235,15,6.112579
169,1.699518,15,7.124708
170,1.834623,12,8.429235
171,13.88265,6,13.22005
172,2.429156,9,8.17891
173,2.568105,8,6.710034
174,2.522836,9,6.120039
175,2.384088,11,5.266695
176,2.373275,11,6.3067
177,2.346189,13,5.345031
178,2.706398,9,10.59341
179,2.72276,7,4.340006
180,2.529399,8,4.828339
181,2.515104,9,5.298343
182,2.44037,9,6.338346
183,2.516163,9,7.358353
184,2.471299,9,8.37836
185,2.316387,10,8.811036
186,2.45032,6,9.024038
187,2.354738,9,8.785763
188,2.306596,8,9.82435
189,2.492245,8,10.84437
190,2.459819,8,8.922565
191,2.284743,11,4.88559
192,2.111923,14,3.515134
193,2.167139,15,4.349026
194,2.245298,12,7.520605
195,2.661937,7,21.09507
196,2.312016,6,4.112497

