TIme,Kecepatan Rata-Rata,Total Stop,Rata-rata Waiting time
1,2.586655,0,0
2,3.638031,0,0
3,3.521649,0,0
4,3.42057,0,0
5,3.303393,0,0
6,3.236348,0,0
7,3.14818,0,0
8,3.218699,0,0
9,3.139531,0,0
10,3.101296,0,0
11,3.246958,0,0
12,3.299961,0,0
13,3.154414,1,0.32
14,2.905361,3,0.9999996
15,2.825185,4,1.399999
16,2.563332,6,2.29111
17,2.706741,6,3.311109
18,2.596567,8,3.404998
19,2.483531,11,4.017616
20,2.400314,11,4.279664
21,2.260016,15,3.518214
22,2.064811,17,3.676966
23,1.869187,22,4.036253
24,1.945137,19,4.000561
25,1.683602,26,4.087112
26,1.44811,29,4.237129
27,1.417971,31,5.410784
28,1.430576,31,6.454956
29,1.330481,35,5.449902
30,1.169287,37,6.214124
31,1.032794,39,6.881577
32,1.409891,34,8.552313
33,1.650072,28,7.545504
34,1.506585,31,10.60362
35,1.606887,29,9.333801
36,1.668556,29,10.39857
37,1.637882,30,9.162512
38,1.616772,30,10.20074
39,1.576888,31,10.95384
40,2.229108,19,32.70657
41,2.342358,17,10.87508
42,2.163578,18,24.5714
43,2.16329,18,18.42635
44,2.21382,18,16.99136
45,2.27192,21,12.76886
46,2.271068,21,13.74788
47,2.236454,21,14.73124
48,2.684499,9,35.9567
49,2.688352,10,20.22898
50,2.575572,10,15.61892
51,2.844066,7,15.98519
52,2.883951,7,17.00521
53,2.867965,8,16.79189
54,2.579836,12,12.58942
55,2.404583,13,13.4986
56,2.296504,11,9.587413
57,2.283324,9,11.55124
58,2.275268,12,11.36624
59,2.142126,15,11.73064
60,2.202763,15,12.74944
61,2.629333,6,26.14179
62,2.920709,7,15.88355
63,2.690271,7,16.88023
64,2.655117,7,17.88025
65,2.651107,8,11.35514
66,2.533653,9,9.860107
67,2.24419,14,4.781831
68,2.113384,17,4.763489
69,2.255558,14,4.393351
70,2.305348,14,5.403234
71,2.227043,15,5.943639
72,11.09754,15,6.943645
73,2.188987,15,7.96365
74,2.088754,15,8.963656
75,2.188616,16,8.137555
76,2.182078,14,16.33632
