TIme,Kecepatan Rata-Rata,Total Stop,Rata-rata Waiting time
1,2.468513,0,0
2,2.574174,0,0
3,3.496356,0,0
4,3.679299,0,0
5,3.560805,0,0
6,3.709603,0,0
7,3.733015,0,0
8,3.73489,0,0
9,3.710839,0,0
10,3.682898,0,0
11,2.522649,1,0.16
12,2.43846,1,1.159999
13,2.387953,2,1.339999
14,2.329623,3,1.999999
15,2.340276,3,3.049998
16,1.700238,5,3.514997
17,1.276184,8,3.091109
18,1.229532,8,4.10333
19,1.12103,9,5.143332
20,1.055239,9,5.824173
21,1.987198,10,6.81168
22,1.934768,11,7.585949
23,1.830102,13,8.260031
24,1.744331,14,9.101151
25,2.189496,14,7.745404
26,2.273738,15,8.485035
27,2.273744,15,9.487908
28,2.273744,15,10.45221
29,2.268908,15,11.45509
30,2.24996,15,12.43868
31,2.243478,15,13.42227
32,2.23434,15,14.40586
33,1.697365,16,10.47964
34,1.697358,16,11.47536
35,1.697379,16,12.4711
36,1.790016,16,6.833397
37,1.789999,16,7.829119
38,1.419239,16,8.805316
39,1.572376,16,9.82056
40,1.561671,16,10.81628
41,1.842477,16,11.81201
42,1.827099,16,12.80774
43,1.850292,16,13.82299
44,1.84987,16,14.7992
45,1.852853,16,15.79494
46,1.853681,16,16.77115
47,2.341178,4,50.00963
48,2.653394,2,14.34014
49,2.656524,2,62.23424
50,2.612847,2,23.31031
51,2.789131,2,17.38021
52,2.110479,4,11.06763
53,1.989764,5,12.06764
54,1.902405,5,13.08766
55,1.924973,5,14.10767
56,1.929935,5,15.12769
57,1.923372,5,16.1277
58,3.256973,1,22.92033
59,2.694914,3,6.390089
60,2.843236,3,7.430094
61,2.705316,3,8.430099
62,2.643472,4,7.066736
63,2.574478,4,8.066739
64,2.394138,4,9.086742
65,2.408483,4,10.13341
66,2.279934,5,9.445061
67,2.208249,5,10.46507
68,2.275707,6,7.95006
69,2.836691,2,6.410029
70,2.498389,4,4.706694
71,2.647645,4,5.726701
72,2.667014,4,6.746708
73,2.446073,5,5.300024
74,2.471054,6,5.455572
75,2.489245,7,5.916679
76,2.343009,7,6.953351
77,2.290254,8,7.501353
78,2.39994,9,6.591023
79,2.271878,10,7.404535
80,2.842278,5,8.163377
81,2.912688,6,7.283381
82,2.74616,6,8.323392
83,2.723936,8,7.175608
84,2.486262,9,7.295609
85,2.315552,11,6.842268
86,2.344328,11,7.862275
87,2.382204,11,8.902284
88,2.297275,11,9.895628
89,2.300044,11,10.91564
90,2.346969,9,16.7057
91,2.480645,7,10.33507
92,2.194227,9,10.03458
93,1.970007,11,7.676398
94,1.871144,12,7.922735
95,1.517094,14,8.04585
96,1.393404,16,8.081403
97,1.360061,16,9.101412
98,1.351857,16,10.12142
99,1.535477,16,11.14143
100,1.547544,17,11.60144
101,1.83011,16,14.32203
102,2.187996,10,11.2726
103,2.180635,10,12.27262
104,2.266028,10,13.31263
105,2.224136,10,14.33265
106,2.178312,10,15.38517
107,2.054715,11,15.22918
108,2.224001,11,16.22919
109,2.110859,11,17.26755
110,1.912499,12,16.68993
111,1.895022,12,12.0933
112,2.029512,10,18.50658
113,1.852923,11,14.12732
114,1.871042,12,12.06476
115,1.778162,12,6.06838
116,1.864882,12,7.088384
117,1.79663,12,8.088388
118,1.811222,12,9.088392
119,2.047045,12,10.1084
120,1.880969,12,11.10841
121,1.918172,13,11.45082
122,1.96859,13,12.47084
123,2.589682,6,34.76374
124,2.803572,4,11.95508
125,2.68503,4,12.97511
126,2.863598,4,13.99513
127,2.860506,4,15.01515
128,2.578373,6,12.15263
129,2.602487,7,12.33114
130,2.601281,8,12.65514
131,2.638364,8,13.66183
132,2.315532,10,9.503446
133,2.299307,10,10.52346
134,2.310835,10,5.887538
135,2.177454,12,5.431148
136,1.973427,14,5.996703
137,1.709151,17,4.333357
138,1.519199,17,5.276693
139,1.503641,20,5.383532
140,1.452923,20,6.403536
141,1.441991,20,7.423542
142,1.363949,20,8.435215
143,1.331326,22,8.557335
144,1.232516,22,9.537345
145,2.057602,13,16.2201
146,2.143469,12,6.981696
147,2.023533,14,17.47453
148,2.071905,12,9.02172
149,2.081198,12,10.02173
150,2.180318,13,10.19745
151,2.078825,13,11.21747
152,2.061378,14,11.44801
153,2.012025,15,12.49053
154,1.908278,14,13.54805
155,2.081488,15,13.80625
156,2.282864,11,6.569071
157,2.232354,11,7.609077
158,1.942481,16,4.377043
159,2.182796,14,6.790506
160,2.11955,14,7.790512
161,2.087025,14,8.870518
162,4.044151,14,9.910523
163,2.178822,14,10.97053
164,2.144676,14,11.99054
165,2.125484,15,12.40945
166,2.253517,13,15.33099
167,2.601895,9,62.53702
168,2.375837,9,8.728807
169,1.927352,14,4.717533
170,1.919383,15,4.92892
171,1.882219,15,6.048926
172,1.970797,15,7.06893
173,1.895418,15,8.148937
174,1.921592,15,9.168942
175,1.893806,16,9.148951
176,1.784471,16,10.16896
177,2.059982,14,9.003382
178,2.168347,14,10.0434
179,1.924155,16,7.069796
180,1.815748,17,7.771965
181,1.786161,17,8.771974
182,1.722559,17,9.771984
183,1.752176,17,10.792
184,1.58966,19,10.452
185,1.511842,21,9.954219
186,1.438853,21,10.97423
187,1.362349,21,11.99424
188,1.83569,14,23.91649
189,2.338592,10,6.515038
190,2.376943,11,7.121154
191,2.226971,11,8.121161
192,2.189853,12,9.658941
193,2.327894,12,8.746727
194,2.273479,13,9.2354
195,2.294094,13,10.25541
196,2.149742,14,10.12708

