TIme,Kecepatan Rata-Rata,Total Stop,Rata-rata Waiting time
1,2.579798,0,0
2,3.238043,0,0
3,3.533246,0,0
4,3.317111,0,0
5,3.208825,0,0
6,3.217101,0,0
7,3.171828,0,0
8,3.17518,0,0
9,3.09168,0,0
10,3.170753,0,0
11,3.022069,0,0
12,3.055383,1,0.4400001
13,2.881111,2,0.9099996
14,2.83198,2,1.909999
15,2.776461,5,1.287499
16,2.73231,5,1.259999
17,2.81327,6,2.152221
18,2.769669,6,3.17222
19,2.779192,7,3.468886
20,2.517432,12,3.127775
21,2.250247,15,3.080712
22,2.12187,19,3.864997
23,2.086879,18,5.8005
24,2.189361,17,4.600781
25,2.050728,19,4.155157
26,1.87366,24,4.687102
27,1.832954,26,5.215484
28,1.735422,26,6.235489
29,1.682544,27,7.004901
30,1.55931,30,5.862502
31,1.458958,32,6.321599
32,1.464969,33,7.116607
33,1.582641,29,9.28484
34,2.088007,20,7.700296
35,2.040263,21,8.461316
36,1.845872,25,11.10977
37,2.049008,21,10.50134
38,1.981105,21,11.52136
39,1.938923,23,9.175488
40,1.979748,23,10.1955
41,1.73869,24,10.89052
42,2.342077,14,9.045087
43,2.384674,15,9.379537
44,2.355641,15,10.37955
45,2.334859,17,14.3172
46,2.323297,15,12.39957
47,2.391303,15,13.42875
48,2.326566,17,11.40206
49,2.144723,20,10.66755
50,2.105738,20,11.68757
51,1.963012,18,15.15518
52,2.121802,17,7.045712
53,1.954796,21,7.010828
54,17.33376,21,8.023612
55,1.854221,21,9.035621
56,1.674237,22,9.720076
57,2.274742,14,17.86793
58,2.224254,14,12.82506
59,2.457918,11,12.12761
60,2.261334,13,14.46424
61,2.157547,14,9.607594
62,2.377266,12,14.74641
63,2.355925,14,12.45055
64,2.368542,13,14.92292
65,2.240723,16,9.961498
66,2.253329,16,10.98151
67,2.213427,17,11.16453
68,2.487362,11,45.0364
69,2.533252,10,10.94385
70,2.453146,10,11.94386
71,2.460496,12,11.29387
72,2.394547,13,11.22623
73,18.72256,13,12.24624
74,8.490866,6,2.996008
75,2.504778,12,20.18199
