TIme,Kecepatan Rata-Rata,Total Stop,Rata-rata Waiting time
1,2.816423,0,0
2,2.79442,0,0
3,3.650438,0,0
4,3.636206,0,0
5,3.672075,0,0
6,3.693816,0,0
7,3.6779,0,0
8,3.592676,0,0
9,3.636384,0,0
10,3.65071,0,0
11,3.341249,0,0
12,2.865793,0,0
13,2.898041,1,0.8799997
14,2.500193,2,1.069999
15,2.371089,4,1.553332
16,2.51924,2,3.069998
17,2.515001,2,4.089997
18,2.502111,2,5.089996
19,2.52224,2,6.109995
20,2.533311,2,7.109994
21,2.246953,4,4.190002
22,2.188384,4,5.190009
23,2.023462,4,6.22502
24,2.077357,7,4.611681
25,2.324378,7,5.625021
26,2.263093,7,6.626696
27,2.516878,7,5.901371
28,2.441269,10,6.412546
29,2.449953,10,7.432552
30,2.424389,10,8.43256
31,2.486031,10,9.452569
32,2.773574,9,6.498754
33,2.810377,9,7.498758
34,2.830095,9,8.498764
35,2.837401,9,9.498778
36,2.834639,9,10.5188
37,2.952631,3,2.920014
38,2.562858,4,3.715019
39,2.448145,6,8.867808
40,2.379125,6,6.69447
41,2.414932,5,5.566689
42,2.349568,6,5.95336
43,2.315729,6,6.973362
44,2.714,4,18.28677
45,2.905559,5,3.616665
46,2.611427,7,2.942225
47,2.510788,7,3.962229
48,2.45324,7,5.002234
49,2.414515,7,6.022239
50,2.257019,9,4.833346
51,2.378733,9,5.83335
52,2.677674,6,4.944996
53,2.763999,6,5.964999
54,2.7567,6,7.005005
55,2.660269,7,7.068352
56,2.646153,7,8.088365
57,2.923324,3,8.305033
58,2.966669,3,9.32505
59,2.792962,4,7.176712
60,2.859839,5,7.280053
61,2.798195,5,8.300063
62,2.542791,7,8.168403
63,2.074354,9,8.540076
64,2.197148,10,4.068584
65,2.215352,10,5.068586
66,2.224435,10,6.088589
67,1.948057,13,4.914619
68,2.510051,7,23.81568
69,2.624325,6,5.393342
70,2.83704,6,6.440015
71,2.723039,6,7.683355
72,2.628762,8,6.583351
73,2.788176,8,7.583358
74,2.566231,10,5.775576
75,2.429395,10,6.844475
76,2.821166,8,4.585012
77,2.807087,8,5.57252
78,2.633617,8,6.592528
79,2.691455,8,7.592536
80,2.687999,10,7.042036
81,2.54552,12,4.992023
82,2.377152,13,5.81336
83,2.263057,15,5.953045
84,2.446208,8,5.246675
85,2.438357,11,6.773367
86,2.596061,9,5.531126
87,2.541745,10,5.980019
88,2.435192,10,6.973359
89,2.475261,10,8.0067
90,2.38821,12,7.951143
91,2.328062,13,8.831722
92,2.154943,16,8.711341
93,1.924179,15,10.07341
94,1.711336,19,7.252276
95,2.531095,7,4.913028
96,2.439985,8,13.66201
97,2.388623,9,7.415358
98,2.347265,8,7.324714
99,2.434167,8,8.364719
100,2.382157,10,5.86704
101,2.424429,11,6.568045
102,2.242353,11,7.568053
103,2.504778,9,16.10615
104,2.631776,8,4.718343
105,2.616867,8,5.858347
106,2.611541,8,6.858353
107,2.671009,9,7.20502
108,2.953834,3,35.67519
109,3.059025,3,5.51334
110,2.909055,6,3.710007
111,2.915726,6,4.730013
112,2.81026,6,5.750021
113,2.722175,7,6.301694
114,2.680082,8,5.159468
115,2.911832,11,4.282791
116,2.278292,10,5.724352
117,2.525606,7,11.62839
118,2.851111,5,6.482504
119,2.824462,6,7.507512
120,2.601597,8,5.655344
121,2.844583,6,8.638021
122,2.69879,8,6.715361
123,2.671038,8,7.715375
124,2.55104,9,6.952045
125,2.505803,8,9.661187
126,2.600806,11,3.014341
127,2.552679,11,4.017676
128,2.376812,12,4.700294
129,2.2088,15,4.697688
130,2.435213,9,17.42958
131,2.529795,10,8.824164
132,2.41977,10,4.366672
133,2.41941,10,5.406675
134,2.309185,12,5.729102
135,2.152154,14,6.171552
136,1.938712,17,3.642392
137,1.815759,18,4.452396
138,1.75869,18,5.452402
139,1.706764,18,6.569077
140,1.534433,19,7.262419
141,2.069614,11,12.46007
142,2.707346,8,6.188358
143,2.64208,8,7.208363
144,2.475111,9,9.925577
145,2.548838,10,7.270021
146,2.556596,9,8.215045
147,2.545262,9,9.235057

