TIme,Kecepatan Rata-Rata,Total Stop,Rata-rata Waiting time
1,2.998023,0,0
2,2.250034,0,0
3,3.787451,0,0
4,3.775404,0,0
5,3.748038,0,0
6,3.695513,0,0
7,3.784136,0,0
8,3.799124,0,0
9,3.791675,0,0
10,3.769322,0,0
11,3.651818,0,0
12,2.401457,1,0.5000001
13,2.686401,1,1.519999
14,2.698626,2,1.449999
15,2.156019,3,1.853332
16,2.242216,2,3.099998
17,1.931778,3,2.986665
18,1.90862,3,3.986664
19,1.886813,3,5.006663
20,1.856606,3,6.026667
21,1.868347,4,5.320005
22,1.898159,4,6.360011
23,1.894912,4,7.360021
24,2.168793,3,6.940009
25,2.091216,4,6.506687
26,2.113195,4,7.506698
27,1.997532,4,8.606709
28,2.024627,9,4.354317
29,1.824566,10,5.255037
30,1.951415,10,6.255044
31,2.083272,11,7.086716
32,2.455469,9,4.953338
33,2.500328,9,5.973341
34,2.53201,9,6.993341
35,2.508279,9,7.993343
36,2.587815,9,9.013355
37,2.930451,1,0.34
38,3.01883,1,1.339999
39,2.923483,1,2.339998
40,3.086321,1,3.359998
41,3.092516,1,4.359997
42,2.882319,2,2.809998
43,2.828204,3,2.444998
44,3.142013,1,2.279999
45,3.097009,1,3.299998
46,2.940542,1,4.319997
47,2.754531,2,1.844999
48,2.561353,4,2.549998
49,2.459245,5,2.573332
50,2.782785,3,3.699999
51,2.767946,3,4.700005
52,2.548187,4,4.865011
53,2.604842,7,5.248016
54,2.46804,8,4.645348
55,2.611795,6,3.159998
56,2.531058,6,4.179996
57,2.425903,6,5.199999
58,2.128738,9,3.183572
59,2.11407,11,3.576668
60,2.045297,11,4.596669
61,2.127162,11,5.616675
62,1.9896,11,6.636683
63,2.0687,11,7.63669
64,2.684717,3,6.506662
65,2.304959,4,5.899996
66,2.574858,4,6.920007
67,2.607629,6,3.648008
68,2.507255,6,4.668015
69,2.577083,2,1.729999
70,2.740535,2,2.749998
71,2.655082,2,3.749997
72,2.730606,3,3.499997
73,2.463837,5,2.509998
74,2.49167,5,3.529997
75,2.568602,3,7.406668
76,2.623787,3,2.429998
77,2.589947,5,2.943331
78,2.591449,5,4.018331
79,2.654734,6,4.06333
80,2.773819,4,3.309997
81,2.549537,6,3.046664
82,2.4032,6,4.049997
83,2.392581,6,5.183331
84,2.132392,10,1.9575
85,2.119272,12,2.757409
86,2.751728,3,2.434999
87,2.605938,5,2.418332
88,2.597641,6,3.197498
89,2.640348,6,4.217497
90,2.529482,7,3.744997
91,2.427606,8,4.440663
92,2.785156,5,3.662499
93,2.668711,7,3.891669
94,2.620083,7,4.911673
95,2.601334,8,4.681676
96,2.57538,8,5.713346
97,2.510333,9,6.231442
98,2.790462,6,3.330003
99,2.727957,7,3.080005
100,2.479714,9,3.786675
101,2.412962,11,3.700563
102,2.239108,13,4.330232
103,2.241377,12,5.75057
104,2.135106,12,6.775574
105,2.101322,11,4.123997
106,1.987569,13,7.760847
107,1.79294,16,4.874669
108,1.629387,18,5.605005
109,1.843208,17,6.770923
110,14.20527,19,7.076131
111,2.470149,7,8.290025
112,2.548497,7,9.290034
113,2.597498,8,9.570049
114,2.594401,8,10.54578
115,2.642901,8,11.5658
116,2.514531,9,8.517215
117,2.274259,11,5.710406
118,2.349761,10,8.042072
119,2.756567,6,3.73446
120,2.634969,6,4.754462
121,2.548213,6,5.794464
122,2.616268,7,6.088348
123,2.511751,8,6.075017
124,2.42859,10,5.889465
125,2.475416,10,6.889472
126,2.592806,8,18.39623
127,2.657905,7,6.829191
128,2.502018,8,5.306134
129,2.287245,12,4.415017
130,2.167083,13,4.893351
131,2.286446,13,5.913355
132,2.293594,13,6.913363
133,2.179995,14,7.166704
134,2.311861,13,12.68341
135,2.226763,12,6.183362
136,2.310771,12,7.203366
137,2.197565,13,7.518376
138,2.137283,15,7.525049
139,2.093376,15,8.477059
140,2.034364,16,8.950972
141,2.541656,8,32.75824
142,2.363058,10,2.975565
143,2.365487,11,3.907789
144,2.3934,11,4.933349
145,2.32199,14,4.988347
146,2.249893,17,5.418903
147,2.196728,18,5.049181

