TIme,Kecepatan Rata-Rata,Total Stop,Rata-rata Waiting time
1,2.701246,0,0
2,2.684387,0,0
3,3.611753,0,0
4,3.569921,0,0
5,3.544984,0,0
6,3.458828,0,0
7,3.574317,0,0
8,3.549544,0,0
9,3.58286,0,0
10,3.558647,0,0
11,3.55061,0,0
12,3.329629,0,0
13,2.883624,1,0.7399998
14,2.844455,1,1.739999
15,2.622248,2,1.469999
16,2.18201,3,1.739999
17,2.174992,3,2.759998
18,2.190794,3,3.759997
19,2.199312,3,4.779996
20,2.572915,3,4.259997
21,2.56074,6,4.933336
22,2.459904,8,5.792233
23,1.9563,10,6.661684
24,2.206481,11,3.720741
25,2.286619,12,4.642008
26,2.273127,13,5.513954
27,2.271859,13,6.483658
28,2.551398,12,4.998179
29,2.551352,12,5.952725
30,2.56181,12,6.926366
31,2.548645,12,7.90001
32,3.0597,1,8.380002
33,3.153949,1,9.420026
34,3.079517,2,23.85007
35,2.626498,2,5.810036
36,2.532081,2,6.810048
37,2.546569,5,3.373353
38,2.318557,6,3.290017
39,2.260993,6,4.310019
40,2.842661,4,3.699997
41,2.835717,5,4.299997
42,2.799027,5,5.299996
43,2.828148,5,6.319996
44,2.951314,4,6.409995
45,2.917701,5,5.966669
46,2.713518,5,6.986677
47,2.753222,5,8.006691
48,6.187478,4,12.94671
49,2.871703,3,10.0734
50,2.529628,5,4.177806
51,2.58789,5,5.177811
52,2.501052,6,4.723361
53,2.584876,3,2.973331
54,2.327592,6,2.92222
55,2.139765,6,3.922219
56,2.031309,8,3.789997
57,1.865638,9,4.593997
58,2.14985,7,4.981
59,2.09401,7,6.001005
60,2.088526,7,7.001011
61,2.406024,7,8.021019
62,2.620989,5,8.232015
63,2.336085,6,4.676014
64,2.419983,6,5.696023
65,2.27296,7,4.569356
66,2.552579,2,2.199999
67,2.011736,8,5.42058
68,1.886829,6,10.58228
69,1.643293,9,3.426678
70,1.55034,12,3.78376
71,1.216359,13,4.110675
72,1.282563,15,4.631675
73,1.285283,16,5.408581
74,1.273385,16,6.437869
75,1.303146,16,7.437875
76,1.130817,18,7.716398
77,1.11383,20,8.145119
78,1.045005,20,9.145133
79,1.078845,19,10.16685
80,1.071205,19,11.18687
81,0.9623526,19,12.18689
82,0.8495196,19,13.24691
83,0.9752801,21,12.69468
84,1.142442,22,13.19875
85,1.782268,15,13.77349
86,1.716642,15,17.62238
87,1.74259,15,17.05569
88,1.872124,15,16.81354
89,1.804216,16,16.68688
90,1.726666,17,12.05126
91,1.700651,17,13.07128
92,1.717031,17,14.09129
93,2.364209,10,13.57684
94,2.358737,10,14.57685
95,2.40731,10,15.59686
96,2.463685,10,16.61687
97,2.410278,10,17.61688
98,2.29763,10,18.65579
99,2.396071,11,18.21224
100,2.311792,11,19.25226
101,2.460807,11,20.22628
102,2.565171,9,21.88155
103,2.691805,8,19.58295
104,2.854957,7,14.51353
105,3.091441,4,29.22046
106,3.105463,3,17.46025
107,3.162766,4,15.58689
108,2.631531,9,7.093838
109,2.642745,8,8.154588
110,2.418123,11,9.156123
111,2.176063,13,7.666757
112,2.063682,15,8.416123
113,1.972667,16,7.92841
114,2.530065,10,6.696732
115,2.453495,10,8.843865
116,2.336117,11,8.294402
117,2.306892,12,8.30206
118,2.157854,14,8.595836
119,2.12163,14,9.110065
120,2.270098,14,10.13007
121,2.337471,15,8.427562
122,2.133807,16,9.055905
123,2.096971,17,9.718415
124,2.38176,14,13.3972
125,2.622824,10,10.50454
126,2.578052,11,11.54567
127,2.559785,13,10.0026
128,2.500232,13,11.02261
129,2.306069,14,11.38567
130,2.373351,13,9.514262
131,2.616674,7,7.260053
132,2.56245,9,7.798392
133,2.573877,9,8.466732
134,2.797375,9,9.174518
135,2.591862,10,10.72542
136,2.520068,11,10.25898
137,2.618755,9,11.25899
138,2.432972,14,8.452215
139,2.419182,12,5.516211
140,2.245086,15,5.98455
141,2.023203,20,5.441433
142,1.904127,22,6.111994
143,2.619293,10,6.345736
144,5.178374,12,11.78289
145,2.45756,11,6.130499
146,2.335283,11,7.150506
147,2.256177,11,8.170514

