TIme,Kecepatan Rata-Rata,Total Stop,Rata-rata Waiting time
1,2.780821,0,0
2,3.188424,0,0
3,3.356014,0,0
4,3.477898,0,0
5,3.276879,0,0
6,3.562865,0,0
7,3.49363,0,0
8,3.483227,0,0
9,3.521816,0,0
10,3.413185,0,0
11,3.497066,0,0
12,3.25155,2,0.33
13,3.107921,2,1.329999
14,3.007685,4,2.246665
15,2.83339,6,2.083332
16,2.842211,7,1.687777
17,2.836464,7,2.707776
18,2.87653,8,3.489998
19,2.764215,8,4.489997
20,2.510251,13,4.367221
21,2.243857,17,4.08252
22,2.21008,17,3.169696
23,1.992395,23,2.99074
24,1.877635,25,3.666466
25,1.680499,27,4.339701
26,1.6292,27,5.493038
27,1.556393,31,5.761063
28,1.465813,32,5.314262
29,1.441711,33,6.221088
30,1.320615,35,6.795674
31,1.764674,26,19.16583
32,1.906954,25,6.890213
33,1.860708,26,7.616202
34,1.822764,26,8.616214
35,1.837889,26,9.636226
36,1.799967,27,8.114263
37,1.680868,29,8.512216
38,1.584764,29,9.532228
39,2.410629,16,8.374715
40,2.474127,18,8.935392
41,2.293052,20,10.70478
42,2.368833,18,10.54636
43,2.387553,19,10.39304
44,2.222462,21,8.387826
45,2.077933,26,7.830318
46,2.085391,24,8.845328
47,2.532814,15,6.67915
48,2.549431,16,7.341457
49,2.398985,16,8.361463
50,2.347541,16,9.381471
51,2.502356,16,10.38148
52,18.41637,16,11.40149
53,2.347595,16,12.41181
54,2.254233,18,9.512671
55,2.67492,11,23.22189
56,2.816929,9,8.184512
57,2.656352,10,11.9234
58,2.790077,10,10.22454
59,2.571132,11,9.203409
60,2.626346,12,9.763425
61,2.62764,14,7.516571
62,2.565887,16,7.311398
63,2.454573,17,7.743398
64,2.780353,11,7.217818
65,2.504841,13,19.57856
66,2.439824,14,8.215057
67,2.28152,17,8.131721
68,2.323267,17,8.404723
69,2.204746,21,6.913229
70,2.003602,21,7.933239
71,1.78681,22,7.924242
72,1.970838,19,12.53811
73,1.92884,19,11.28457
74,2.43697,16,8.605229
75,2.279304,17,9.225239
76,2.218366,17,10.22525
77,18.22309,17,11.25526
78,1.952161,19,11.38459

