TIme,Kecepatan Rata-Rata,Total Stop,Rata-rata Waiting time
1,2.860904,0,0
2,3.23874,0,0
3,3.737845,0,0
4,3.930169,0,0
5,3.317567,0,0
6,3.39256,0,0
7,3.251026,0,0
8,3.286573,0,0
9,3.50022,0,0
10,3.349483,0,0
11,3.018263,2,0.5099998
12,3.106064,2,1.529999
13,2.951247,3,1.504999
14,2.877608,4,2.294998
15,2.753402,5,3.021664
16,2.635425,6,3.133331
17,2.682755,7,1.599999
18,2.678298,8,2.664998
19,2.535335,11,2.931998
20,2.105329,16,2.679188
21,2.077819,17,3.480035
22,1.952617,18,4.50937
23,2.356499,12,3.662781
24,2.191886,16,8.838335
25,2.20456,18,4.740486
26,1.938018,21,5.044137
27,1.74312,26,5.516708
28,1.613889,29,5.381536
29,1.502126,32,5.795626
30,1.4782,32,6.788298
31,2.128534,20,6.508013
32,1.9696,23,12.91343
33,1.956916,23,5.497909
34,1.748234,31,8.095436
35,1.720392,29,9.902941
36,1.605813,27,8.243937
37,1.751033,28,7.457962
38,1.698336,28,7.867972
39,1.543495,29,8.872982
40,1.903183,29,9.660491
41,2.18926,20,22.11604
42,2.382852,17,10.13007
43,2.376865,17,11.15009
44,15.64761,18,12.2061
45,2.170018,22,9.922458
46,2.056222,23,9.754969
47,1.889009,24,10.2976
48,1.711464,28,10.84016
49,1.7158,23,24.63513
50,1.910592,20,7.383886
51,1.845655,22,7.614445
52,1.727284,23,7.777221
53,1.774739,23,8.797229
54,1.686226,23,9.797238
55,1.634894,23,10.83169
56,1.627286,24,11.36425
57,1.920786,17,22.40998
58,2.069839,13,10.89055
59,2.014082,18,18.02464
60,1.965112,20,13.22012
61,2.089786,16,11.88582
62,1.939677,19,10.77899
63,2.047299,14,14.55814
64,1.96578,15,10.54342
65,2.142251,13,12.3401
66,2.013369,16,9.986756
67,2.038386,14,9.37408
68,1.823289,18,6.122883
69,1.850217,18,7.142888
70,2.120443,13,9.905758
71,2.525506,11,3.22524
72,2.563957,11,4.245242
73,2.527265,11,5.245243
74,2.486104,12,5.80969
75,2.492556,13,6.195252
76,2.410745,13,7.195259
77,2.543588,10,9.259565
78,2.300562,10,10.29958

